seed,previous_pattern,pattern,base_price,Monday AM,Monday PM,Tuesday AM,Tuesday PM,Wednesday AM,Wednesday PM,Thursday AM,Thursday PM,Friday AM,Friday PM,Saturday AM,Saturday PM
52839,0,1,106,91,86,81,78,74,70,126,203,355,162,111,54
38688,0,0,97,113,136,76,69,132,121,111,64,56,51,92,109
47513,0,0,99,123,135,125,77,68,59,93,62,55,93,101,107
90018,1,0,105,128,103,96,77,69,58,104,102,125,66,58,131
38632,3,0,92,60,54,127,70,62,58,113,110,119,93,121,89
80663,1,3,99,59,93,129,160,173,154,47,43,39,35,30,26
75551,3,2,93,83,80,77,73,70,67,63,59,54,50,45,42
41731,3,2,90,81,78,75,71,67,64,60,57,54,51,47,43
35762,2,1,104,89,145,153,295,193,118,74,82,50,72,94,56
70462,2,1,108,95,89,84,139,211,382,174,133,94,68,73,91
88741,3,1,109,96,153,159,423,195,137,59,92,94,96,86,65
69493,1,3,100,64,60,56,136,139,150,153,144,88,84,81,76
73058,0,1,93,83,100,133,263,163,100,75,72,79,83,71,77
24831,2,1,108,94,89,85,82,133,215,478,189,130,64,97,58
19725,3,1,93,84,79,75,71,125,140,519,139,98,49,45,54
60042,2,1,94,81,77,74,70,106,150,283,136,90,53,58,72
28696,1,0,91,109,94,84,56,48,100,108,127,93,72,66,59
27788,2,3,108,70,66,62,58,54,49,147,98,188,190,165,61
74860,2,3,100,44,39,125,118,173,186,146,59,56,51,48,44
10917,2,3,103,63,58,104,94,144,157,148,59,56,52,47,43
82610,0,1,105,94,131,185,298,167,120,92,92,67,89,46,48
42894,0,3,103,64,60,56,52,133,123,161,184,177,61,57,52
14060,1,0,90,71,62,54,87,121,119,102,59,52,116,109,126
83695,1,2,97,85,81,77,73,70,66,63,59,55,51,47,43
24303,2,1,109,97,150,203,398,218,119,70,89,46,55,48,88
15615,1,0,100,73,68,59,107,114,66,59,135,118,128,95,122
22159,2,1,106,93,89,85,81,77,73,110,175,602,164,122,94
74939,0,1,92,81,77,127,131,412,152,124,58,48,50,60,50
25972,0,0,107,129,75,65,55,143,127,104,121,133,138,65,59
34217,1,0,106,140,143,143,145,122,146,72,64,108,75,70,60
20065,3,0,94,117,118,73,67,114,104,88,116,90,72,64,55
21330,2,3,97,81,78,92,124,144,154,146,86,83,78,74,69
57174,0,3,99,53,49,45,40,35,107,118,145,150,149,51,47
50272,1,0,91,110,83,87,99,97,60,53,48,121,72,65,94
15169,0,3,104,91,117,146,146,151,146,82,78,73,68,64,60
24830,1,0,99,122,74,67,120,135,65,57,48,94,108,93,104
98993,2,1,98,88,101,170,493,162,101,60,88,72,74,80,78
968,1,3,102,48,44,40,37,32,136,138,188,200,161,67,63
25602,0,2,100,89,84,80,76,72,68,65,60,56,53,50,46
91917,2,0,95,110,121,123,106,88,60,52,45,105,105,74,65
85869,3,3,108,143,130,160,209,208,81,78,73,68,63,58,54
99747,3,2,90,78,74,70,66,63,58,55,52,47,43,39,35
73228,3,0,100,68,61,51,115,77,73,114,105,127,100,114,122
12982,0,3,99,47,44,39,34,30,26,22,130,126,144,181,143
98712,3,1,98,84,81,77,93,194,257,185,118,65,47,62,77
50798,3,2,103,93,88,84,80,75,71,68,63,59,55,52,48
48355,1,3,96,117,123,152,172,144,46,42,37,34,30,27,22
42028,3,0,92,114,108,104,72,68,88,104,84,124,71,66,60
15252,0,2,108,94,89,85,81,76,71,67,62,57,53,48,44
93737,1,3,91,108,108,137,172,171,81,77,74,70,67,63,59
26827,2,0,103,131,107,67,63,110,110,136,82,72,68,95,118
60300,2,1,104,93,89,84,108,156,436,164,98,46,55,81,84
6487,0,3,90,39,36,32,29,85,91,127,143,136,74,70,67
28448,1,0,105,113,132,137,75,68,58,120,144,105,84,78,104
33005,2,1,97,84,80,76,73,70,67,93,143,536,183,135,79
42463,1,0,109,151,124,78,70,61,105,69,62,102,135,138,129
72445,1,0,109,122,147,100,101,132,148,76,65,57,132,83,75
67749,0,1,99,87,83,79,75,71,68,63,112,183,234,142,92
67342,3,1,94,84,81,115,150,498,174,92,44,75,60,58,56
8009,0,3,93,82,77,75,71,89,99,130,180,151,44,39,35
70948,3,3,107,86,80,77,74,70,65,129,135,194,209,157,47
85401,2,0,92,126,104,125,122,119,120,56,51,89,68,64,58
4206,2,1,102,88,83,79,74,70,94,199,266,148,93,67,67
54656,0,3,91,55,52,48,46,43,39,34,125,93,134,181,170
49551,3,2,95,82,79,76,72,68,64,59,56,52,49,45,42
69796,2,0,107,132,125,142,109,144,117,77,72,146,79,73,62
19386,3,0,90,96,106,84,97,102,106,68,62,53,114,72,67
63349,0,3,106,91,86,135,146,157,205,176,69,64,60,55,50
96640,2,0,90,96,91,114,69,62,56,117,84,123,123,71,62
9347,2,1,97,87,82,79,75,72,68,131,146,344,152,99,59
70315,2,1,90,79,75,71,68,109,158,535,138,109,60,71,52
33129,2,0,93,115,117,109,85,115,129,64,56,119,73,64,58
37236,1,2,91,80,77,73,68,65,62,58,53,50,47,44,40
64388,3,0,99,114,106,105,74,67,132,91,136,62,55,48,115
18153,3,2,109,95,90,86,81,78,74,69,65,60,55,51,47
48446,1,3,101,90,86,81,76,110,141,145,176,155,67,64,61
61307,3,0,99,128,71,67,114,120,138,75,66,61,90,98,98
70027,3,3,102,85,80,95,123,142,144,142,90,85,82,77,72
63074,0,3,98,55,50,128,107,138,148,145,52,48,44,41,38
77390,1,2,98,88,84,80,75,72,69,65,60,56,52,48,45
37805,1,0,104,98,94,97,129,112,118,75,67,138,76,67,61
11123,1,0,93,60,52,96,73,64,60,95,129,102,121,127,85
81781,0,1,94,81,78,75,71,67,62,59,113,139,480,133,114
26783,2,0,97,98,98,121,70,64,58,132,111,128,71,62,105
67719,1,0,102,102,132,124,96,78,68,64,116,66,57,134,105
31319,3,0,102,120,102,116,135,94,68,60,135,80,75,68,112
9513,1,0,109,143,69,62,53,115,119,114,130,75,70,137,145
18592,0,3,105,56,52,48,44,41,36,108,132,177,190,161,68
64053,2,1,98,88,84,80,76,73,70,98,183,554,171,108,75
33128,2,0,110,144,114,145,82,74,152,78,69,60,134,144,144
81849,3,3,93,94,115,134,172,132,58,54,49,45,40,37,33
98686,1,2,92,80,77,73,70,66,63,58,54,51,47,43,40
44141,3,0,109,146,115,84,78,70,125,76,67,152,104,119,108
23983,0,1,108,97,92,89,85,79,75,71,116,157,622,155,108
87319,3,3,91,50,47,43,39,35,118,93,151,166,128,81,78
34035,3,1,110,97,93,89,84,105,211,650,169,150,97,63,53
70334,1,0,99,74,68,110,100,73,68,59,135,106,131,136,129
85710,1,0,110,111,116,103,135,153,79,73,67,154,74,64,132
25849,3,0,104,111,144,136,78,69,131,104,82,76,69,119,102
1504,0,3,94,41,37,34,31,28,25,112,99,133,135,132,45
57637,3,0,109,138,105,113,102,144,100,67,59,51,139,73,68
22694,2,0,104,132,122,114,139,138,96,75,65,60,121,73,63
13457,2,3,97,119,130,167,188,181,64,60,57,54,51,47,44
66597,1,3,93,39,36,33,28,24,21,18,112,129,136,164,150
89841,0,2,92,83,79,75,72,67,64,60,55,51,47,45,41
79517,3,0,107,104,115,109,120,117,122,85,80,147,81,74,67
81030,2,1,107,92,87,84,79,107,214,292,168,120,93,49,58
74243,3,0,94,60,55,47,104,95,118,122,102,130,75,65,109
87707,3,0,91,56,48,127,116,126,117,101,91,108,67,60,56
96974,0,3,93,65,62,59,55,95,115,150,181,170,58,55,52
17017,2,1,109,95,91,106,196,470,189,102,70,56,72,45,72
19203,0,2,90,81,76,73,69,66,62,59,56,53,49,45,42
33310,1,3,102,89,84,79,105,143,150,160,142,91,87,82,77
50162,0,1,90,80,77,73,112,133,368,150,102,66,75,37,55
67536,0,1,107,96,91,85,82,118,203,566,161,149,61,74,89
988,2,1,97,83,79,74,70,66,117,144,364,186,103,69,42
83533,1,0,98,94,136,120,133,91,75,69,130,101,70,64,55
11207,3,0,93,95,72,65,114,120,85,103,68,59,53,128,111
35903,0,1,90,79,75,72,69,65,116,155,425,154,112,80,45
96338,2,1,100,90,86,82,113,160,393,163,111,69,44,76,87
19362,2,0,94,106,132,129,116,70,62,55,111,126,73,64,118
58033,1,2,108,93,90,86,81,78,74,70,67,63,60,56,52
58666,0,0,100,71,64,59,116,137,139,95,119,140,72,65,102
8362,1,3,99,44,41,38,34,29,26,22,123,109,141,144,139
77823,3,0,95,122,119,104,128,121,102,64,59,51,124,64,56
27766,1,3,108,54,119,127,171,180,168,77,73,68,64,60,56
23726,1,0,92,90,124,120,113,100,100,65,57,52,110,68,62
49643,0,1,99,86,82,79,122,139,523,163,124,85,86,71,59
40969,2,1,101,91,86,83,79,75,71,96,202,526,168,93,79
7501,3,0,100,126,129,104,113,96,73,66,92,71,63,54,102
43482,2,1,90,78,75,72,69,66,93,160,302,152,93,56,46
24588,1,3,103,74,70,65,137,133,147,151,146,80,76,71,68
36428,1,3,110,45,40,36,31,27,153,144,177,210,167,88,83
88328,2,1,93,82,78,75,70,66,63,96,141,458,165,118,54
95934,1,2,91,79,76,72,67,64,61,57,54,49,46,43,40
11344,0,1,93,84,80,76,72,68,64,101,144,347,148,128,61
65734,3,0,107,120,110,109,121,103,77,68,63,119,110,72,66
70789,3,0,104,143,140,105,115,95,118,81,75,121,71,64,56
80995,1,3,90,81,118,115,145,160,146,44,41,37,34,32,29
71002,1,0,95,68,59,54,123,116,89,110,103,110,62,56,125
18657,2,2,91,79,76,73,70,66,63,58,55,52,48,45,42
4199,2,0,95,105,65,60,52,126,89,104,87,118,72,68,93
25872,1,0,97,104,124,124,91,59,54,91,77,72,68,101,135
37973,1,2,110,98,95,90,86,81,76,71,67,62,57,52,48
96582,1,3,99,62,57,54,49,46,104,134,143,193,190,60,57
89874,0,1,97,83,135,153,339,182,117,85,70,50,46,52,47
75401,1,1,90,80,114,159,441,173,111,46,41,69,80,59,74
98242,1,3,107,79,76,72,114,110,155,167,154,46,41,37,34
77342,1,3,93,38,34,31,28,98,85,133,139,135,43,40,37
59369,2,0,105,141,131,140,122,111,75,70,62,103,146,73,63
96813,0,3,107,81,77,73,70,64,59,124,100,162,191,169,90
72958,2,0,97,59,53,49,89,130,100,121,77,72,117,135,98
35308,0,1,108,96,91,86,83,78,74,70,150,186,538,204,144
66358,1,1,107,96,92,89,84,127,170,350,161,148,86,47,71
63487,3,2,94,81,77,74,71,67,64,60,56,52,48,44,39
3065,2,3,99,73,69,64,60,123,95,175,198,143,54,50,47
89368,1,0,101,141,69,59,50,95,128,62,53,107,139,141,114
55449,2,3,92,50,46,43,39,34,30,27,114,99,132,172,132
12574,1,3,93,74,70,115,86,139,157,137,43,39,36,31,28
10629,2,1,102,88,84,81,77,73,69,141,168,469,199,129,43
48228,0,1,97,87,84,79,120,178,517,148,117,64,79,78,87
81375,3,2,99,89,85,81,78,75,70,66,62,57,53,49,45
95693,2,0,110,118,107,81,72,66,123,154,73,65,128,106,102
45518,3,1,106,93,89,102,185,405,169,146,88,52,71,61,60
57577,1,3,108,46,43,38,33,28,116,134,180,183,164,75,71
41825,3,2,105,95,91,87,84,80,76,72,68,64,60,56,53
95795,2,0,107,119,107,135,72,68,129,85,81,76,146,99,144
96861,2,1,99,87,82,79,74,132,142,325,176,134,56,77,83
51849,2,1,94,81,76,73,69,65,123,173,268,144,115,72,76
64933,3,0,101,98,135,123,140,99,115,76,69,61,115,75,70
66441,2,3,95,41,36,32,28,24,19,121,119,147,177,158,57
31468,2,1,101,86,83,78,74,71,67,121,167,558,192,104,67
95931,3,1,108,97,92,88,109,164,548,202,119,68,65,54,97
35598,3,0,101,80,73,64,130,115,94,81,76,110,116,133,99
13459,2,1,94,81,86,178,253,172,120,40,72,47,55,62,79
14658,2,0,92,108,114,123,61,53,88,70,65,61,118,119,124
94613,3,0,101,117,92,97,94,130,103,80,70,62,131,64,55
935,2,3,99,83,105,135,148,163,159,65,61,57,54,49,46
11120,3,0,95,115,103,124,110,68,64,59,97,60,51,130,126
13048,2,1,105,92,88,83,119,179,629,165,100,57,81,75,76
46275,3,0,91,85,91,93,57,50,103,61,56,48,99,83,90
96270,2,3,99,45,42,38,34,30,99,135,139,144,140,83,78
64800,1,3,99,68,65,62,107,134,167,190,169,87,84,79,76
33533,2,0,110,103,117,138,116,79,74,69,123,137,73,63,152
10971,3,0,109,108,107,87,78,118,126,114,111,86,77,72,106
6524,1,0,110,81,71,136,141,138,74,66,57,110,149,108,148
67522,0,3,108,98,93,88,83,79,74,144,141,154,208,173,66
27461,3,1,98,85,80,111,143,219,188,93,86,77,42,59,61
29511,0,3,92,43,39,35,116,117,134,149,147,47,42,38,35
13286,3,0,103,102,106,80,72,122,138,122,130,63,55,49,134
94940,2,3,100,80,76,137,129,140,156,146,48,44,40,36,33
7697,2,1,98,85,81,78,125,176,584,180,123,74,56,76,52
61362,2,1,98,87,84,80,76,133,182,416,196,124,68,59,78
11672,0,3,97,87,82,78,93,129,173,180,140,74,70,66,62
55133,2,1,94,81,112,182,346,176,101,56,44,56,73,44,49
94729,1,0,106,100,85,76,68,145,65,58,132,147,123,106,111
14429,3,1,97,84,79,75,70,66,62,95,189,511,179,106,76
84421,0,3,106,86,81,76,71,66,63,59,114,96,160,172,159
36391,2,3,95,45,40,36,32,28,113,115,144,174,169,50,46
17335,2,0,99,122,95,71,63,54,98,69,64,132,118,132,118
86478,1,0,94,66,62,101,104,95,99,63,59,51,100,94,99
77164,3,0,100,125,102,72,62,57,124,137,94,64,56,120,99
28996,3,3,107,76,71,67,63,58,54,121,127,158,166,157,83
46609,2,1,91,79,76,71,97,162,303,145,90,42,45,42,38
21456,3,0,110,137,115,110,85,80,74,107,87,79,141,142,114
34281,3,2,95,82,78,75,71,67,64,61,57,53,49,46,43
63915,1,2,92,82,78,74,70,67,64,60,55,52,48,45,41
18904,0,0,105,114,113,140,142,84,75,70,106,127,134,77,70
26998,1,3,97,111,104,139,144,142,67,64,61,56,52,48,43
31370,0,1,110,98,94,90,106,209,274,209,133,93,77,53,64
10526,3,1,90,80,76,72,68,65,61,58,115,154,206,165,111
90852,2,3,99,48,44,40,35,31,26,23,135,118,177,190,172
43035,2,1,106,94,89,85,81,96,194,315,180,120,93,80,56
36955,2,3,100,86,82,78,75,70,67,63,135,131,143,156,144
6328,1,2,105,91,86,83,79,75,70,65,60,55,50,45,40
32364,1,1,102,89,86,82,99,203,253,165,126,68,72,50,91
59880,3,0,96,77,67,60,101,96,130,122,74,66,114,125,106
19010,1,2,104,90,86,82,78,73,70,65,61,57,53,50,45
96473,2,1,93,84,130,185,354,182,87,70,72,67,45,46,43
81349,2,1,96,83,79,75,71,68,65,110,186,490,173,102,75
13300,1,3,99,41,36,32,122,124,156,160,142,87,83,80,76
86229,1,0,100,73,66,98,64,57,48,112,99,115,117,93,103
2052,2,1,110,97,93,89,85,82,134,203,604,192,120,73,84
7875,0,3,100,72,68,65,137,115,158,182,158,60,55,51,47
60788,0,0,105,104,107,105,134,80,74,67,124,114,71,65,107
5463,0,2,90,79,75,71,67,63,60,56,52,48,45,41,36
24074,2,1,97,87,84,109,159,217,144,111,52,49,47,42,51
5258,1,3,96,42,135,97,136,165,150,55,51,48,45,40,36
8741,2,0,92,89,104,112,112,110,63,56,49,99,103,60,54
59525,2,0,97,123,101,119,65,56,118,125,95,115,64,58,49
44046,2,1,93,83,78,75,89,153,240,146,123,70,60,65,45
87575,3,1,101,91,88,84,80,75,72,120,200,396,200,131,42
20093,2,3,105,86,83,78,74,71,66,123,110,162,178,155,81
65406,1,3,101,83,78,74,70,66,62,136,134,142,144,141,81
35793,0,3,104,138,144,172,194,174,55,50,47,42,38,34,29
97789,0,3,92,72,86,127,143,149,138,50,46,42,37,34,30
7834,0,3,98,51,131,125,146,174,152,88,83,80,77,73,70
69768,1,0,107,101,145,120,116,101,117,77,71,127,77,69,60
48371,1,0,94,130,61,52,107,97,118,128,122,108,57,52,44
83694,3,3,97,60,56,52,48,45,41,37,113,94,158,160,142
66436,3,0,102,138,127,106,72,63,123,95,104,70,61,54,116
82111,2,3,102,61,57,53,112,132,151,152,150,52,49,46,42
88339,1,0,95,105,104,62,55,125,113,69,63,58,121,118,102
15453,0,3,100,105,126,155,164,140,54,50,46,42,37,32,29
64931,0,3,101,46,41,37,135,111,151,194,157,81,76,71,68
89295,1,1,103,89,86,81,78,135,196,435,148,105,90,73,55
65671,0,3,107,59,53,50,46,43,40,35,138,123,165,190,167
42201,1,1,109,94,90,86,81,123,178,297,164,108,87,72,94
51878,1,2,93,84,81,77,74,71,67,63,59,56,52,49,44
63017,1,0,91,90,99,96,71,64,118,93,101,56,48,39,97
98344,2,1,110,97,93,89,85,82,78,152,180,481,174,108,49
59422,0,0,106,104,137,146,84,74,64,116,98,123,116,65,58
45948,0,1,92,82,79,76,72,119,177,550,165,127,54,68,81
32324,1,2,90,80,77,74,70,65,62,59,55,51,48,45,41
58554,2,1,93,82,79,75,71,68,64,61,93,135,463,161,128
57205,1,3,110,99,95,90,86,111,129,155,161,160,64,60,55
86162,3,0,100,131,106,91,96,109,106,62,55,47,102,77,68
50613,0,2,98,84,80,76,73,69,64,61,58,54,51,47,44
59548,0,1,108,93,90,86,83,98,156,631,183,108,73,71,96
89131,3,0,104,144,94,111,116,131,117,80,71,146,69,64,60
65992,0,1,101,91,87,83,78,74,100,143,419,167,118,89,73
31610,2,0,108,142,149,70,64,57,138,78,68,102,131,142,108
38442,0,1,108,95,91,125,165,384,200,131,60,56,58,83,48
41289,3,3,110,59,55,51,46,42,39,110,142,155,159,157,70
30127,2,3,108,96,92,132,145,152,190,172,53,49,45,40,35
5785,1,2,107,93,89,85,80,75,71,67,62,59,55,51,48
69250,2,1,110,98,94,101,202,407,168,113,48,79,88,51,68
82012,3,2,103,89,85,80,77,73,70,67,64,59,55,51,47
33655,3,0,110,139,145,147,153,137,116,72,62,53,154,72,65
53385,1,0,109,131,118,130,125,77,67,61,144,103,124,86,80
70730,2,1,90,80,77,74,70,66,63,59,109,171,261,161,106
47960,0,3,100,128,100,152,200,163,87,84,79,76,72,67,63
90870,0,3,90,38,33,29,25,21,100,95,131,155,133,56,53
16357,2,3,101,114,136,153,163,144,86,82,78,73,70,65,61
45346,2,2,90,79,75,71,68,64,61,58,55,51,47,43,39
16177,3,0,95,73,64,54,103,125,123,112,74,69,110,116,123
25258,3,2,105,94,90,84,80,77,73,68,64,61,57,53,50
9070,3,3,103,73,68,64,106,113,157,189,186,85,81,76,72
44520,0,1,94,82,78,123,188,514,181,112,45,39,58,56,43
4367,3,3,109,108,135,152,218,192,54,49,46,42,36,33,28
18115,1,2,110,96,91,87,82,77,73,69,64,59,54,51,46
38966,2,1,90,79,74,72,68,64,62,58,114,133,318,174,120
77952,0,2,107,94,90,86,82,77,73,68,64,60,55,51,47
26069,2,1,108,95,91,123,214,632,171,141,69,80,57,75,65
95206,1,0,91,123,94,96,91,90,69,63,57,123,64,60,92
85087,2,0,91,70,61,57,97,91,126,100,110,85,123,71,67
46414,2,0,92,98,125,111,84,115,61,56,50,116,112,69,63
6718,1,3,109,95,91,151,129,180,207,158,71,66,61,57,53
81950,3,0,105,129,118,64,59,52,142,138,125,130,145,73,69
25014,3,1,103,93,90,86,81,78,75,70,127,201,217,167,111
34929,0,0,102,115,116,124,139,133,121,66,60,54,131,63,57
49273,2,2,91,78,75,72,67,64,60,57,54,51,47,43,39
61129,3,2,97,87,84,80,76,72,68,65,61,57,52,48,44
38644,3,2,107,93,89,85,81,76,71,67,63,58,55,49,45
98433,1,0,94,69,60,55,107,75,67,101,90,99,110,93,105
7800,1,2,102,92,88,84,79,75,71,68,64,60,56,52,49
25807,1,0,97,95,102,67,60,103,129,62,53,48,136,102,98
286,0,3,98,73,68,64,59,56,101,97,143,148,143,55,51
47224,2,1,98,89,85,81,76,72,69,114,189,277,142,122,45
17793,0,0,93,130,116,114,102,98,69,64,55,97,102,67,59
2630,3,3,108,96,92,89,85,80,76,102,119,184,197,167,66
88221,1,1,103,89,131,189,249,189,122,85,81,82,61,57,76
22212,3,0,95,119,97,89,105,76,67,131,114,66,58,53,123
40152,0,1,95,85,82,97,144,311,159,121,60,82,63,72,71
71278,0,3,96,71,67,64,60,57,120,124,141,157,149,81,78
1318,3,0,100,98,134,108,66,56,101,113,125,66,60,54,133
29320,1,0,95,97,120,99,66,57,50,133,61,55,94,93,128
10254,1,3,91,73,69,65,91,89,132,138,128,38,34,30,26
88845,0,0,94,130,95,93,72,67,63,92,58,53,88,98,100
95261,0,1,93,83,79,75,95,148,516,176,112,81,68,39,40
9958,1,0,106,136,115,72,66,58,99,117,66,57,124,128,103
38968,3,3,106,67,123,124,159,185,160,75,71,66,61,56,51
64556,2,3,104,70,66,63,59,55,52,106,115,145,165,147,48
74006,2,3,94,46,42,39,36,32,28,23,114,126,137,139,132
17403,3,1,101,88,127,194,386,160,95,81,57,81,49,42,65
46142,0,3,101,70,66,122,98,145,151,148,45,41,38,34,30
80444,0,3,105,77,127,98,188,199,195,63,59,55,52,47,44
7256,1,0,94,100,71,66,59,101,62,55,92,91,89,91,94
76277,0,3,102,71,67,63,60,123,132,161,164,152,45,41,36
42727,1,2,91,81,78,74,69,66,63,59,56,52,47,44,39
42034,2,1,106,92,89,86,81,143,171,423,199,147,46,69,94
21348,1,2,93,81,77,72,69,67,64,60,56,53,50,47,42
24757,0,0,99,118,109,79,71,67,127,115,75,66,131,133,103
61177,1,0,94,118,119,66,62,108,131,106,75,71,66,126,88
78546,1,3,100,66,99,135,158,195,188,86,82,77,73,70,66
14317,1,0,104,142,137,63,59,52,126,71,62,104,98,105,99
323,3,0,91,94,98,124,105,91,56,49,123,85,56,49,44
70928,2,3,93,65,62,57,54,51,47,43,90,121,145,147,145
48523,2,1,109,96,91,87,146,210,561,169,119,63,57,77,74
29227,2,1,93,83,79,75,112,159,348,165,88,63,46,73,53
18642,3,0,104,125,122,96,113,112,123,66,56,119,78,67,61
98635,2,3,97,65,61,58,53,124,113,155,165,142,56,52,48
29959,1,3,104,67,63,59,56,120,124,160,182,179,79,76,71
46755,0,2,96,84,80,77,74,71,67,63,60,57,54,50,46
64439,2,3,109,139,139,185,213,174,61,56,50,45,41,38,33
50149,3,2,90,80,76,72,69,65,62,58,55,51,47,43,38
27353,2,0,94,70,64,111,86,99,111,69,65,57,101,126,122
90911,2,0,95,120,63,57,108,117,87,133,107,94,69,62,55
39922,1,3,109,92,88,84,79,126,104,194,202,178,51,48,43
26463,1,0,103,116,110,75,65,58,94,95,144,130,68,57,94
11678,3,2,104,91,87,83,78,74,70,66,61,57,53,48,44
92060,2,3,108,49,46,42,102,106,175,183,178,54,50,46,41
5592,2,3,102,100,138,167,183,144,62,57,53,48,43,39,36
99448,1,3,109,93,113,110,164,194,171,83,79,73,68,65,60
58653,0,1,101,88,85,81,93,182,591,146,103,67,76,44,58
87648,0,0,95,98,131,124,88,127,73,66,61,92,108,67,59
53845,2,0,100,121,95,102,72,67,93,96,135,80,74,69,135
60078,3,3,107,95,111,110,193,195,190,88,84,79,75,71,67
64352,3,0,93,88,88,122,102,120,114,69,64,59,102,57,48
9947,0,3,93,56,102,108,142,155,134,79,75,72,68,64,60
40156,2,0,110,117,102,78,73,68,110,77,70,113,148,152,113
26291,0,1,90,79,76,72,68,65,60,86,145,375,148,85,39
68297,0,1,100,90,85,81,78,103,179,299,185,102,79,73,77
61711,2,3,99,89,85,81,77,128,105,153,166,153,87,83,79
20090,1,3,100,136,123,162,177,160,46,41,37,33,30,26,22
3033,1,0,104,108,113,110,145,117,110,80,74,99,82,74,64
6274,2,1,102,91,115,153,507,173,123,56,84,67,54,52,75
58745,1,3,108,88,82,77,72,67,62,57,150,125,164,166,159
83042,1,3,101,115,135,141,142,141,66,62,59,54,51,47,44
39247,3,0,94,88,71,63,54,110,100,113,85,65,57,106,114
36848,0,3,102,83,107,117,174,202,172,81,77,73,68,64,59
62197,2,1,107,91,88,84,80,76,148,191,538,182,129,89,47
86752,3,0,99,107,107,129,60,53,49,95,124,125,74,69,93
93906,0,3,95,74,70,67,100,108,142,149,145,41,38,34,30
9677,2,1,108,94,137,158,331,154,128,68,91,56,49,76,63
69942,2,3,106,80,75,71,66,62,58,106,137,178,181,172,56
98395,0,1,99,89,99,166,310,167,129,49,76,51,59,60,63
76787,3,2,108,96,93,88,84,79,75,71,66,63,58,55,50
91288,1,2,109,97,93,89,85,80,75,70,66,62,57,52,48
83481,3,0,96,125,72,69,132,103,132,72,67,60,111,97,106
66323,0,3,102,138,124,150,186,148,86,81,76,73,70,66,61
92940,3,0,101,103,67,63,107,141,127,101,80,73,65,113,118
87322,3,3,106,50,45,42,109,98,149,150,149,65,61,56,53
77400,0,2,102,91,88,84,80,77,72,68,64,60,56,53,50
89248,3,3,105,56,52,49,45,133,132,148,152,150,80,76,72
1532,0,0,104,121,68,64,55,98,135,68,64,120,111,121,131
69878,2,0,106,118,109,148,70,62,125,82,73,68,109,146,102
22577,3,0,95,101,113,107,70,65,57,127,72,66,111,117,87
26323,2,1,105,90,86,82,78,73,69,146,184,529,153,97,85
66192,1,0,94,130,127,128,108,127,68,63,99,99,71,66,61
15912,0,1,99,89,85,124,178,425,141,107,87,79,63,61,45
65970,1,2,108,93,87,83,78,74,69,65,60,57,53,48,43
23880,3,3,96,68,64,61,58,54,50,101,88,146,160,135,58
77021,0,2,97,88,84,80,75,72,67,63,60,55,51,46,42
76650,2,3,98,88,84,79,75,71,67,63,133,126,139,155,151
83097,0,2,103,90,86,83,80,76,71,67,62,59,55,52,48
72125,3,1,92,80,76,72,69,127,175,326,184,92,46,81,74
60617,0,2,105,91,87,82,77,74,69,66,60,56,52,48,43
32416,1,0,93,117,111,103,70,65,105,96,74,65,60,91,106
13284,2,0,100,139,124,99,114,91,77,67,131,140,63,53,48
11995,0,3,91,79,103,110,157,179,152,69,66,61,58,55,51
7168,1,0,92,104,118,116,125,115,94,70,64,92,64,58,50
53824,2,1,98,85,81,78,75,70,66,62,92,196,336,175,100
33089,3,0,110,81,70,107,105,129,148,105,123,74,69,59,153
42563,1,0,107,107,144,148,133,99,137,65,57,48,122,70,59
52817,2,0,98,75,66,61,99,100,107,95,68,63,95,110,126
39745,2,1,90,79,109,140,383,178,100,60,55,38,41,59,37
1109,2,0,93,100,127,128,98,57,50,43,130,107,66,58,92
38135,1,3,102,59,108,121,169,194,149,42,38,33,29,25,21
90734,3,1,109,94,89,86,81,77,152,184,381,185,145,63,90
96653,2,0,100,96,106,127,118,76,72,113,93,74,68,63,104
41755,1,2,94,83,80,76,72,68,65,61,56,52,48,45,42
37320,2,3,109,120,101,177,183,172,66,61,58,55,50,46,42
38626,1,2,103,91,86,82,78,74,71,66,61,57,54,50,45
82380,0,0,107,143,136,103,116,138,66,57,49,117,130,81,75
75830,1,3,106,65,62,58,55,145,99,155,169,152,71,65,62
1411,3,0,101,133,103,110,67,62,107,131,130,75,69,64,126
89149,0,1,104,94,90,117,183,550,186,109,76,43,55,58,66
60937,2,3,109,96,91,86,82,145,127,206,213,187,77,72,69
26662,0,1,109,98,93,89,84,80,146,167,396,194,132,79,60
24930,0,1,98,87,84,80,76,72,113,177,487,140,130,41,65
76791,2,1,107,95,91,87,84,78,126,157,290,184,125,80,62
75605,2,1,109,97,123,174,547,177,137,85,94,55,88,97,88
91751,3,0,103,137,111,97,129,97,118,79,74,66,123,73,66
37487,2,0,108,130,79,74,67,125,136,70,63,135,98,123,137
79729,3,3,102,52,48,114,99,145,150,145,90,85,81,77,73
